Km,Station,Scheduled Arrival,Estimated Arrival,Scheduled Departure,Estimated Departure,Platform,Status
30,Medgyesegyháza vá. amh. / Medgyesegyháza,23:33,23:33,23:38,23:38,-,not passed
37,Magyarbánhegyes,23:46,23:47,23:47,23:48,2,not passed
42,Mezőkovácsháza felső,23:54,23:54,23:55,23:55,mh,not passed
44,Mezőkovácsháza,23:57,23:58,23:58,23:58,3,not passed
47,Végegyháza,00:03,00:04,00:04,00:04,mh,not passed
49,Végegyháza alsó,00:09,00:09,00:10,00:10,mh,not passed
52,Belsőkamaráspuszta,00:16,00:17,00:17,00:17,mh,not passed
57,Mezőhegyes,00:24,00:24,,,4,not passed
