Km,Station,Scheduled Arrival,Estimated Arrival,Scheduled Departure,Estimated Departure,Platform,Status
20,Emőd,23:28,23:27,23:29,23:29,2,not passed
26,Csincse,23:34,23:35,23:35,23:35,B,not passed
35,Mezőkeresztes-Mezőnyárád,23:43,23:42,23:44,23:45,2,not passed
42,Mezőkövesd felső,23:51,23:52,23:52,23:52,B,not passed
44,Mezőkövesd,23:55,23:54,23:56,23:56,2,not passed
51,Szihalom,00:02,00:02,00:03,00:03,-,not passed
57,Füzesabony,00:09,00:09,,,7,not passed
