Km,Station,Scheduled Arrival,Estimated Arrival,Scheduled Departure,Estimated Departure,Platform,Status
20,Derecske,23:12,23:14,23:12,23:15,2,not passed
21,Derecske-Vásártér,23:14,23:17,23:15,23:18,-,not passed
29,Konyár,23:32,23:35,23:33,23:35,3,not passed
35,Konyári Sóstófürdő,23:42,23:45,23:43,23:45,-,not passed
41,Pocsaj-Esztár,23:50,23:54,23:51,23:54,2,not passed
46,Kismarja,24:00,00:03,00:01,00:01,-,not passed
52,Nagykereki,00:11,00:11,,,3,not passed
