Km,Station,Scheduled Arrival,Estimated Arrival,Scheduled Departure,Estimated Departure,Platform,Status
16,Újszász,23:34,23:35,23:35,23:35,3,not passed
26,Tápiógyörgye,23:44,23:45,23:45,23:45,3,not passed
32,Tápiószele,23:51,23:52,23:52,23:52,4,not passed
35,Farmos,23:56,23:57,23:57,23:57,1,not passed
39,Tápiószentmárton,00:02,00:03,00:03,00:03,1,not passed
45,Nagykáta,00:10,00:10,,,8,not passed
