Km,Station,Scheduled Arrival,Estimated Arrival,Scheduled Departure,Estimated Departure,Platform,Status
0,Füzesabony,,,22:57,23:15,2,not passed
6,Szihalom,23:02,23:22,23:03,23:22,A,not passed
13,Mezőkövesd,23:09,23:28,23:10,23:28,3,not passed
15,Mezőkövesd felső,23:12,23:30,23:13,23:31,A,not passed
22,Mezőkeresztes-Mezőnyárád,23:19,23:37,23:20,23:38,3,not passed
31,Csincse,23:27,23:45,23:28,23:45,A,not passed
37,Emőd,23:33,23:51,23:34,23:51,3,not passed
44,Nyékládháza,23:40,23:58,23:41,23:58,3,not passed
57,Miskolc-Tiszai,23:51,23:51,,,6,not passed
